category,query,language,engine,title,link,source,pdf_link,date,snippet
information,foreign funding media Moldova 2024..2025,en,scholar,"Re-politicising Anti-Trafficking: Migration, labour, and the war in Ukraine",https://openalex.org/W4396220260,Anti-Trafficking Review (2024),https://antitraffickingreview.org/index.php/atrjournal/article/download/753/553,,
information,Moldova disinformation 2024,en,youtube,Russian-funded fake news network aims to disrupt election in Moldova  | BBC News,https://www.youtube.com/watch?v=eEqk3Z4_Okk,BBC News,,20250921,"A secret Russian-funded network is attempting to disrupt upcoming democratic elections in an eastern European state, the BBC has found.

Using an undercover reporter, we discovered the network promised to pay participants if they posted pro-Russian propaganda and fake news undermining Moldova's pro-EU ruling party ahead of the country's 28 September parliamentary ballot.

Moldova is sandwiched between Ukraine, and EU-member Romania, meaning it has strategic significance for both Europe and the K"
information,Moldova disinformation 2024,en,youtube,How Moldova Outsmarted Putin’s Election Playbook,https://www.youtube.com/watch?v=vbX2tGKNArw,GP Podcast,,20251011,"🇲🇩 How did one of Europe’s smallest countries stop one of the world’s biggest disinformation machines?

Moldova faced massive Russian interference during its 2024–2025 elections — cyberattacks, vote-buying networks, propaganda campaigns — yet it won. This video uncovers Moldova’s powerful blueprint for defending democracy: pre-emptive action, bold EU storytelling, and real projects that prove alignment works.

Could this be the model that saves democracy across Europe?

🔔 Watch till the end for "
information,Moldova disinformation 2024,en,youtube,Moldova Elections 2024: Has Russia tried to influence the vote?,https://www.youtube.com/watch?v=Sb3WKoJHSRU,Roundtable,,20241025,"Bomb threats, misinformation and hundreds of millions of dollars paid to buy votes. Russian interference has overshadowed Moldova’s EU referendum and election - in an attempt to drive it away from the West.

Guests:

Vladislav Kulminski
Former Deputy Prime Minister of Moldova

Lucia Scripcari
Researcher of Moldovan Political Affairs

Anna Matveeva
Senior Visiting Research Fellow at King's College London  

Marko Gasic
Political Analyst

#russia #moldova #election 






Roundtable is a discussio"
information,Moldova disinformation 2024,en,youtube,"Moldova's 2024 Election Drama Russia, Drones, and Disinformation! #shortvideo #shortsyoutube #fyp",https://www.youtube.com/watch?v=TElMbknymTc,azamefepau,,20250219,"Moldova's 2024 elections were marked by significant drama, with allegations of Russian interference, drone incursions, and widespread disinformation campaigns. Here are some key highlights:

### **Russian Interference**
- **Systematic Interference**: Russia engaged in a systematic and hybrid interference campaign during Moldova's presidential elections and constitutional referendum. This included cyberattacks, espionage, and vote-buying.
- **Financial Manipulation**: A Moldovan intelligence repo"
information,Moldova disinformation 2024,en,youtube,Moldova’s Election Results Explained,https://www.youtube.com/watch?v=EOvc-F__8Cc,EU Made Simple,,20250929,"Go to https://ground.news/EUMS to stay fully informed on the EU and more with news made simple. Subscribe through my link to save 40% on unlimited access.

Moldova has just held what may be the most important election in its modern history. Pro-European and pro-Russian parties went head-to-head in a tense campaign marked by fake bomb threats, party bans, and claims of massive Russian interference. The results could determine whether Moldova stays on course for EU membership or swings back toward"
information,Moldova disinformation 2024,en,youtube,Moldova bars pro-Russian party from tense parliamentary election • FRANCE 24 English,https://www.youtube.com/watch?v=qwRloizr1Tg,FRANCE 24 English,,20250927,"Moldova’s electoral commission barred a pro-Russian party from participating in this weekend's tense parliamentary election, which is beleaguered by widespread claims of Russian interference. The vote could decide the country’s geopolitical future: a stark choice between East and West. Details by FRANCE 24 correspondent Maria Gerth-Niculescu.
#Moldova #election #Russia

🔔 Subscribe to France 24 now: https://f24.my/YTen
🔴 LIVE - Watch FRANCE 24 English 24/7 here: https://f24.my/YTliveEN

🌍 Read t"
information,Moldova disinformation 2024,en,youtube,BBC Exposes Russian-Funded Disinformation Network Targeting Moldova's Elections,https://www.youtube.com/watch?v=vWOMGn1bvSU,The Global Vision,,20250924,"BBC investigation reveals a Russian-backed network spreading fake news to disrupt democratic elections in Moldova. Learn how the group pays participants to post pro-Russia propaganda, conduct illegal polls, and spread conspiracy theories against the EU-aligned government. Key details include ties to sanctioned oligarch Ilan Chor, the Evrazia NGO, and the use of Telegram and social media for covert operations. This 2024 election interference threatens Moldova's EU aspirations and regional stabili"
information,Moldova disinformation 2024,en,youtube,russian disinformation about Ukraine in the information space of Moldova,https://www.youtube.com/watch?v=CPquyZjHZwI,Media Center Ukraine,,20241128,"Presentation of the research results: ""russian disinformation about Ukraine in the information space of Moldova""

Participants:
– Ihor Karpechenko, Chairman of the NGO ""Laboratory of Research and Information Analysis"";
– Mykhailo Panaiotov, TV journalist, expert at the NGO ""Laboratory of Research and Information Analysis"" (online);
– Ștefan Bejan, investigative journalist, TV8 channel (online).

Why is it interesting?
The presentation will show how russian disinformation about Ukraine penetrates"
information,Moldova disinformation 2024,en,youtube,Pro-Russians allege ballot fraud in Moldova election • FRANCE 24 English,https://www.youtube.com/watch?v=4-xDhp2bXTg,FRANCE 24 English,,20250929,"In the wake of Moldova's parliamentary election, which saw the ruling pro-Western party clinch a solid victory, some online are widely circulating footage they allege is proof voter fraud on the part of the ruling party. But as FRANCE 24's Charlotte Hughes explains, there are many elements in the footage which cast doubt on its authenticity.
#moldova #russia #election

Read more about this story in our article: https://f24.my/BT2g.y

🔔 Subscribe to France 24 now: https://f24.my/YTen
🔴 LIVE - Wat"
information,Moldova disinformation 2024,en,youtube,MCC Votes & Seats: “A Tough Lesson” – Moldova after the 2024 Presidential Election and EU Referendum,https://www.youtube.com/watch?v=tpQOWBMF9L4,Mathias Corvinus Collegium,,20241202,"This time, we analyze the October 2024 presidential election and EU membership referendum that were held in Moldova on the same day.

Mr. Nicolae Panfil from Promo-LEX claims that the referendum turned out to be a “double-edged sword” in the campaign of incumbent head-of-state Maia Sandu: it did boost the president’s pro-EU image, yet it also gave a momentum to the pro-Russia machinery in the country.

By now, Sandu’s Party of Action and Solidarity absorbed all political power and marginalized o"
information,Moldova media regulation 2024,en,youtube,Olly Alexander on why Moldova’s entry 'Sugar' is one of his favourite Eurovision songs 🩷 - BBC,https://www.youtube.com/watch?v=lNsRQOrJh6o,BBC,,20240315,"#iPlayer #OllyAlexander #Eurovision2024 #Dizzy

Subscribe and 🔔 to the BBC 👉 https://bit.ly/BBCYouTubeSub
Watch the BBC first on iPlayer 👉 https://bbc.in/iPlayer-Home

Amazing staging, vocal virtuosos and voting upsets - it's the greatest, maddest, most over-the-top song contest on earth. Welcome to Europe's biggest event - everyone's invited! 

All our TV channels and S4C are available to watch live through BBC iPlayer, although some programmes may not be available to stream online due to right"
information,Moldova media regulation 2024,en,youtube,Moldova’s Election Results Explained,https://www.youtube.com/watch?v=EOvc-F__8Cc,EU Made Simple,,20250929,"Go to https://ground.news/EUMS to stay fully informed on the EU and more with news made simple. Subscribe through my link to save 40% on unlimited access.

Moldova has just held what may be the most important election in its modern history. Pro-European and pro-Russian parties went head-to-head in a tense campaign marked by fake bomb threats, party bans, and claims of massive Russian interference. The results could determine whether Moldova stays on course for EU membership or swings back toward"
information,Moldova media regulation 2024,en,youtube,Moldova's EU membership hinges on resisting influence of pro-Russian oligarchs • FRANCE 24 English,https://www.youtube.com/watch?v=VduwWj6QWLk,FRANCE 24 English,,20240317,"Ever since the fall of the Soviet Union, the Republic of Moldova, a small country between Romania and Ukraine, has been grappling with the influence of oligarchs – rich businessmen with close links to power. Often pro-Russian and backed by the Kremlin, the main oligarchs have been convicted by Moldovan courts, but have fled the country. Despite their absence and progressive power loss, some remain very active in politics and are fomenting what President Maia Sandu calls a 'hybrid war"" led by Rus"
information,Moldova media regulation 2024,en,youtube,Russia's battle for influence: From Ukraine to Georgia? | DW News,https://www.youtube.com/watch?v=OPsiqCXzZqU,DW News,,20240523,"Putin's battle for influence shows no end – from being openly aggressive in Ukraine to using hybrid measures in Moldova and Georgia. Which strategy is working better? 

Find the whole show here: https://youtu.be/bPWQTKaEnuA. 

Subscribe: https://www.youtube.com/user/deutschewelleenglish?sub_confirmation=1

For more news go to: http://www.dw.com/en/
Follow DW on social media:
►Facebook: https://www.facebook.com/deutschewellenews/
►Twitter: https://twitter.com/dwnews
►Instagram: https://www.instag"
information,Moldova media regulation 2024,en,youtube,A Look at U.S. Policy in Georgia and Moldova Ahead of Their 2024 Elections,https://www.youtube.com/watch?v=DPTiMjopNvA,House Foreign Affairs Committee Democrats,,20240724,"Chairman Thomas H. Kean, Jr
 
Witnesses:
Mr. Joshua Huck
Deputy Assistant Secretary
Bureau of European and Eurasian Affairs
U.S. Department of State
 
Mr. Christopher Smith
Deputy Assistant Secretary
Bureau of European and Eurasian Affairs
U.S. Department of State
 
Dr. Alexander Sokolowski
Deputy Assistant Administrator
Bureau for Europe and Eurasia
U.S. Agency for International Development
 
 
The House Foreign Affairs Committee is responsible for oversight and legislation relating to: 

- For"
information,Moldova media regulation 2024,en,youtube,Man detained after petrol bomb thrown at Russian embassy in Moldova during election,https://www.youtube.com/watch?v=JqJBYUn5tuM,The Telegraph,,20240317,"A man has thrown a petrol bomb at the Russian embassy in Moldova as protestors take to the streets in former Soviet republics in opposition to Vladimir Putin.

Footage emerged online of a commotion in Moldova’s capital Chisinau after a man allegedly through two Molotov cocktails into the courtyard of the Russian embassy. No one was injured in the attack, Tass, a Russian state-owned news agency, reported.

Read our updates here: https://www.telegraph.co.uk/world-news/2024/03/17/ukraine-russia-war"
information,Moldova media regulation 2024,en,youtube,Putin HUMILIATED… Moldova SHATTERS Kremlin’s Shadow Network,https://www.youtube.com/watch?v=7mrPsXRLVR8,The Military Show,,20250923,"Russian interference in Moldova has been exposed just days before the September 28 parliamentary election. Authorities announced the arrest of 74 people allegedly trained in Serbia by Russian instructors and paid €400 each to spark unrest. Investigators uncovered weapons, camouflage, and links to fugitive oligarch Ilan Shor, long accused of destabilizing Moldovan politics.

The crackdown comes amid years of Kremlin-backed schemes, including a $39 million vote-buying operation during Moldova’s 20"
information,Moldova media regulation 2024,en,youtube,Российская пропаганда отреагировала на итоги выборов и референдума в Молдове,https://www.youtube.com/watch?v=8JCYOUA_7Ns,Proekt,,20241021,
information,Moldova media regulation 2024,en,youtube,Pro-Russian separatists ask Moscow for protection in Moldova | DW News,https://www.youtube.com/watch?v=uGPBuwsKIgU,DW News,,20240228,"The Moldovan breakaway region of Transnistria has asked Moscow for protection. The pro-Russia separatists accuse the pro-Western Moldovan government of waging economic warfare gainst them. Tensions between the two neighbours have been rising ever since Russia's invasion of Ukraine. 

The self-proclaimed Republic of Transnistria is a tiny sliver of land located between Ukraine and Moldova - and falls within Russia's sphere of influence. It broke away from Moldova during the collapse of the Soviet"
information,Moldova media regulation 2024,en,youtube,Moldova’s EU Referendum Explained – What Happens Now?,https://www.youtube.com/watch?v=GwoHiubJn3U,EU Made Simple,,20241022,"Use the code eumadesimple at the link below to get an exclusive 60% off an annual Incogni plan: https://incogni.com/eumadesimple

Moldova just barely voted in favor of joining the EU, but with allegations of Russian interference and a nation divided, what happens next? Can Moldova really overcome its challenges and join the EU, or is it stuck in a geopolitical grey zone? Watch to find out the real story behind this high-stakes election!

Support the Channel: 
💁‍♂️ Patreon: https://www.patreon.co"
information,Sputnik Moldova 2024,en,youtube,"Программа ""Экспертиза"" на ""Спутник Молдова. Гость в эфире - Алексей Петрович",https://www.youtube.com/watch?v=QfrMKMD_n_U,Алексей Петрович Солдат Победы,,20240925,"В следующем году во всех постсоветских странах будут отмечать 80-летний юбилей Победы в Великой Отечественной войне. К этой дате оргкомитеты готовятся особо основательно, в частности на пространстве СНГ учреждается медаль к знаковой дате, которая будет вручаться ветеранам. Однако нынешний президент Молдовы отказалась подписывать указ об учреждении в Молдове такой награды. Равно, как и уже нелегитимный президент Украины Владимир Зеленский. Почерк, в общем, схожий. Почему прозападная власть PAS от"
information,Sputnik Moldova 2024,en,youtube,"Спутник Молдова кует ""политиков"".",https://www.youtube.com/watch?v=wOnHpKcbkes,AVA TV,,20240628,"Радикальное пропутинское СМИ, стало школой резерва для подготовки пророссийских политиков Молдовы."
information,Sputnik Moldova 2024,en,youtube,Rusya’da evlendirme programına katılan Mehmet’e yoğun ilgi￼,https://www.youtube.com/watch?v=o6YVDMjTFoM,RUSCA TV,,20220220,
information,Sputnik Moldova 2024,en,youtube,Отрывок из интервью передачи «Экспертиза» на Спутник Молдова 🇲🇩. #moldova #россия #выборы2024,https://www.youtube.com/watch?v=ZBAM9EQ1PF8,Союз Россия-Молдова ,,20241121,
information,Sputnik Moldova 2024,en,youtube,Спутник Молдова героически держится!,https://www.youtube.com/watch?v=AtW-AJCErM4,AVA TV,,20240308,Кто крышует российскую пропаганду в Молдове.
information,Sputnik Moldova 2024,en,youtube,Атаки на армию.,https://www.youtube.com/watch?v=AxzLXr7a-hA,AVA TV,,20240625,"Sputnik Молдова: Из безобидных молдавских солдат лепят пушечное мясо для НАТО, для будущих войн."
information,Sputnik Moldova 2024,en,youtube,В Молдове решают судьбу Приднестровья без Тирасполя?,https://www.youtube.com/watch?v=iNcuBju1Kdw,Первый Приднестровский ,,20240404,"В Кишинёве готовятся провести «Форум по так называемой реинтеграции Молдовы», чтобы в одностороннем порядке решать судьбу Приднестровья. Пишут, среди участников будут молдавские чиновники, дипломаты США, Евросоюза и не только. Представителей Приднестровья и России не пригласили. По информации СМИ, на повестке – выход Кишинёва из переговоров. Будут обсуждать варианты, как разрушить формат «5+2». А еще методы давления на Тирасполь. Такие, как, например, пошлины. Призывы вывести миротворцев тоже мо"
information,Sputnik Moldova 2024,en,youtube,"""Итоги недели"" на ""Спутник-Молдова"".В студии - Дмитрий Терехов,Елена Пахомова и Алексей Петрович",https://www.youtube.com/watch?v=Va2m0vjXC7I,Алексей Петрович Солдат Победы,,20240202,"В Кишиневе прошли первые в этом году акции оппозиции. Можно ли говорить о новой волне уличного протестного движения в Молдове? 
 
Сторонник вступления РМ в НАТО, последовательный борец с тем, что в PAS называют ""российской пропагандой"", Михаил Попшой встал во главе МИДЕИ. Европейский курс Молдовы в надежных руках? 
 
Не играет ли действующая власть с огнем, де-факто отказываясь от закрепленного в Конституции нейтралитета? 
 
Официальный Кишинев демонстративно проигнорировал 80 годовщину снятия б"
information,Sputnik Moldova 2024,en,youtube,Общество Молдовы против ксенофобии,https://www.youtube.com/watch?v=H7Cqob0nFOg,Михаил,,20241101,"Михаил Полянский в студии ""Спутник-Молдова"" о ситуации после первого тура выборов — общество осудило ксенофобию адептов правящей партии."
information,Sputnik Moldova 2024,en,youtube,"Interviu în cadrul Emisiunii ""Atitudini""/Sputnik Moldova/Maria Dimineț (28.04.2021)",https://www.youtube.com/watch?v=jMxSJn-AlZY,Homeschooling de la A la Z cu Diana Chicu,,20220218,"Emisiunea ”ATITUDINI”, Sputnik Moldova,  despre perspectivele și avantajele școlarizării la domiciliu, cu Maria Dimineț.

Sursa Originală:
https://fb.watch/bftOqcwDKn/

Despre perspectivele și avantajele școlarizării la domiciliu în țara noastră discutăm, la ATITUDINI, cu Diana Chicu, președinta Asociației „Homeschooling Moldova”; Marina Rusu, mama a cărei copii fac homeschooling; Valentin Crudu, șeful Direcției Învățământ General, din cadrul Ministerului Educației și Adrian Lebedinschi, preşedi"
