category,query,language,engine,title,link,source,publication_info,pdf_link,date,snippet,position,year_min,year_max,occurrences,label,confidence,pmesii,source_type,admiralty_source_reliability,admiralty_distance_to_origin,admiralty_info_credibility,rationale
infrastructure,TEN-T Moldova 2024,en,youtube,Top 10 Poorest Countries in Europe 2024: Economic Realities & Future Prospects,https://www.youtube.com/watch?v=SKwDNs3HB58,DSRT TV,,,20240905,"""Discover the top 10 poorest countries in Europe for 2024, ranked by their GNI per capita. This video provides a detailed analysis of the economic conditions in these countries, including Ukraine, Moldova, and Albania. We explore the factors contributing to their low-income levels and discuss what the future holds for these nations. Whether you’re interested in global economics or the specific challenges facing Eastern Europe, this video provides valuable insights and information.""

🔔 Don't forg",,,,,non_intel,0.74,[],other,D,c,3,"Macro-economic ranking video; lacks Moldova-specific infrastructure systems, capabilities, or policy detail."
infrastructure,TEN-T Moldova 2024,en,youtube,Would you visit Europes poorest and least visited country? 🇲🇩 #moldova,https://www.youtube.com/watch?v=9kEnI1NZneg,Kieran Brown,,,20240909,,,,,,non_intel,0.97,[],other,F,b,6,Short-form travel teaser; no infrastructure content or verifiable details relevant to Moldova.
infrastructure,TEN-T Moldova 2024,en,youtube,Country 57 is MOLDOVA 🇲🇩 #moldova #chișinău #europe,https://www.youtube.com/watch?v=Ms0XmtS5zE8,Curious Ines,,,20241103,"Moldavia is the Portuguese name for Moldova, since I was tired I messed up the video, and I also mispronounce Chisinău 😅 I do apologise for it, but when I do short trips like this, I don’t sleep enough and things like this can happen 💤🙂‍↕️

Here are 10 interesting facts about one of the least visited countries in Europe:

1️⃣ WINE COUNTRY: Moldova is home to one of the largest underground wine cellars in the world — Mileștii Mici — which stretches over 200 kilometers! 🍷It holds the Guinness Worl",,,,,non_intel,0.9,[],other,D,b,3,General country facts/travel; mentions wine cellars but no actionable infrastructure insights for 2024–2025.
infrastructure,Cuciurgan MGRES 2024,en,youtube,Жириновский о событиях в Приднестровье! #жириновский #ввж #приднестровье #молдова #санду,https://www.youtube.com/watch?v=KEqPYvF7iGs,LDPR-TV,,,20240229,"Историческое видео выступления Владимира Жириновского где он прогноз по Приднестровью и о попытках злых ""гениев"" Запада спровоцировать войну! 

#жириновский #ввж #лдпр #лдпртв #сво #молдова #колбасна #приднестровье #депутатыприднестровья #лидерлдпр #прогнозжириновского #жириновскийпророк",,,,,non_intel,0.88,[],other,E,b,4,"Partisan propaganda content about Transnistria; no concrete, verifiable infrastructure information provided."
infrastructure,Cuciurgan MGRES 2024,en,youtube,የዘመናዊ አረቢያን መጅሊስ ዋጋ በኢትዮጵያ 2016 | Price Of Modern Arabian Mejlis in Ethiopia 2024,https://www.youtube.com/watch?v=jnc0BKs4v2M,Merkato Tube,,,20240316,"Check out this video. https://youtu.be/jnc0BKs4v2M
Unauthorized use, distribution, and re-upload of this content is strictly prohibited. 
Copyright ©2024 Merkato Tube
ከመርካቶ ቲዩብ ጋር በመስራት ምርትና አገልግሎትዎን ማስተዋወቅ ከፈለጉ 0963979800 ይደውሉልን",,,,,non_intel,0.99,[],other,F,b,6,Content is unrelated (Ethiopia furniture); no Moldova or infrastructure relevance.
infrastructure,Cuciurgan MGRES 2024,en,youtube,Санду потребовала подготовить захват Молдавской ГРЭС в Приднестровье #shorts #short #новости,https://www.youtube.com/watch?v=-AmgNciMQx8,ONT TV Channel,,,20241223,,,,,,non_intel,0.81,[],news,E,c,5,Sensational claim about seizing Moldavskaya GRES without substantiation; unreliable state media and no details—cannot use as actionable intel.
infrastructure,Cuciurgan MGRES 2024,en,youtube,Громкий выхлоп BMW M4(G82) #moscow #москва #russia #cars #carlover #bmw #бмв #carspotting,https://www.youtube.com/watch?v=7YJkvVQO-WA,12mp gallery,,,20240611,,,,,,non_intel,0.99,[],other,F,b,6,Automotive video; unrelated to Moldova or infrastructure intelligence.
infrastructure,Cuciurgan MGRES 2024,en,youtube,Mejlis Arabia In Ethiopia,https://www.youtube.com/watch?v=rpNcGoAj1RE,Royal furniture,,,20230528,,,,,,non_intel,0.99,[],company,C,b,6,Company product video (furniture) unrelated to Moldova or infrastructure topics.
infrastructure,Cuciurgan MGRES 2024,en,youtube,"Expoziția ZdG „Corupția și Războiul”, vizitată de președinta Maia Sandu | zdg.md",https://www.youtube.com/watch?v=lAVLKRpFKQk,Ziarul de Gardă,,,20221215,"Expoziția „Corupția și Războiul”, vernisată de Ziarul de Gardă la Muzeul Naţional de Istorie, a fost vizitată joi, 15 decembrie, de președinta R. Moldova, Maia Sandu. 

Expoziția este deschisă publicului până pe data de 29 decembrie 2022.

Puteți susține Ziarul de Gardă devenind patronul nostru pe https://www.patreon.com/zdg

Investigațiile ZdG: https://bit.ly/3FybYIQ
Emisiunea „Dincolo de Investigații”: https://bit.ly/3K9iwkK
Reportajele ZdG: https://bit.ly/3txGnor
Emisiunea „Săptămâna de G",,,,,non_intel,0.7,[],news,C,b,3,Local news clip about an exhibition (2022); no 2024–2025 infrastructure details relevant to Moldova’s systems or policies.
infrastructure,Cuciurgan MGRES 2024,en,youtube,यवतमाळच्या शेतकऱ्याकडून शासनाच्या रोजगार हमी योजनेचं पोस्टमार्टेम! Farmar MGRES,https://www.youtube.com/watch?v=VqjL5-QspWg,Mumbai Tak,,,20241109,"#MumbaiTakNews  #LatestMarathiNews #MaharashtraPolitics

🔴लॉग इन करा: https://www.mumbaitak.in/
Follow us on :
Google News : https://news.google.com/publications/CAAqBwgKMLeLpAsw-pW8Aw?hl=mr&gl=IN&ceid=IN%3Amr
Facebook: https://www.facebook.com/mumbaitak
Instagram: https://www.instagram.com/mumbaitak
Twitter: https://twitter.com/mumbai_tak
https://www.youtube.com/playlist?list=PLzHYo6L3SZJGBWc_BPfqMt5Yq24d_AXCa

#maharashtra #marathi ##marathinews

इंडिया टुडेच्या मुंबई तक या मराठी युट्यूब चॅनलव",,,,,non_intel,0.99,[],news,C,b,6,Indian regional news content; unrelated to Moldova or its infrastructure.
infrastructure,Cuciurgan MGRES 2024,en,youtube,Moldavia: domenica elezioni cruciali. La presidente Maia Sandu sogna l'emancipazione dalla Russia,https://www.youtube.com/watch?v=O_OjUK2oALs,euronews (in Italiano),,,20210709,"Il parlamento moldavo era controllato dall'alleanza dei socialisti filo-russi dell'ex presidente Igor Dodon

ALTRE INFORMAZIONI : https://it.euronews.com/2021/07/09/moldavia-domenica-elezioni-cruciali-la-presidente-maia-sandu-sogna-l-emancipazione-dalla-r

Abbonati : https://www.youtube.com/c/euronewsit?sub_confirmation=1
Euronews in streaming : https://www.youtube.com/c/euronewsit/live

euronews è disponibile in 12 lingue: https://www.youtube.com/user/euronewsnetwork/channels

#BrusselsBureau",,,,,non_intel,0.87,[],news,B,c,3,2017–2021 political election coverage; outside timeframe and not infrastructure-focused for 2024–2025 needs.
infrastructure,Cuciurgan MGRES 2024,en,youtube,La sfida di Maia Sandu che vince le elezioni e guarda all'Europa,https://www.youtube.com/watch?v=add-ze4zb1o,euronews (in Italiano),,,20210714,"La vittoria del partito europeista PAS alle elezioni parlamentari di domenica in Moldova ha ripagato quella che molti hanno definito una scommessa dell'ex leader del partito e attuale presidente del paese Maia Sandu

ALTRE INFORMAZIONI : https://it.euronews.com/2021/07/14/la-sfida-di-maia-sandu-che-vince-le-elezioni-e-guarda-all-europa

Abbonati : https://www.youtube.com/c/euronewsit?sub_confirmation=1
Euronews in streaming : https://www.youtube.com/c/euronewsit/live

euronews è disponibile in 1",,,,,non_intel,0.87,[],news,B,c,3,2021 election analysis; not current and lacks actionable infrastructure details for Moldova’s 2024–2025 context.
infrastructure,Cuciurgan MGRES 2024,en,youtube,violet myers 🤤💦 #violet #star #peach #shake #body #celebrity,https://www.youtube.com/watch?v=2br95WQS61Y,Irani_Porn,,,20240731,,,,,,non_intel,0.99,[],other,F,b,6,Pornographic/celebrity content; unrelated to Moldova or infrastructure intelligence.
