category,query,language,engine,title,link,source,publication_info,pdf_link,date,snippet,position,year_min,year_max,occurrences,label,confidence,pmesii,source_type,admiralty_source_reliability,admiralty_info_credibility,rationale
capabilities,"""World Bank Moldova infrastructure connectivity""",en,web,Moldova - Local Roads Improvement Project,https://documents.worldbank.org/en/publication/documents-reports/documentdetail/099020224093025010,World Bank,,,"Feb 2, 2024","Ratings for the Local Roads Improvement Project for Moldova were as follows: outcome was satisfactory, Bank performance was moderately satisfactory, ...",3,2024,2025,1,non_intel,0.7,[],report,A,3,"The snippet lacks specific, actionable details on Moldova's infrastructure systems or dependencies, focusing instead on project ratings."
organisations,"""EU4Energy Moldova"" OR ""Energy Community Moldova""",en,web,Energy Community's Post,https://www.linkedin.com/posts/energy-community_moldova-georgia-ukraine-activity-7252241134985371649-Sj_z,LinkedIn · Energy Community,,,,... EU4Energy #Moldova #GasMarket #EUIntegration.,1,2024,2025,1,non_intel,0.5,[],other,C,4,"The LinkedIn post lacks concrete details and is promotional in nature, providing no actionable intelligence on Moldova's infrastructure."
organisations,"""EU4Energy Moldova"" OR ""Energy Community Moldova""",en,web,Publications - CEER,https://www.ceer.eu/about-the-project/publications/,ceer.eu,,,"Oct 21, 2024",EU4Energy Georgia. 22.05.2022 Download · EU4Energy Moldova. 22.05.2022 Download · EU4Energy Regional. 22.05.2022 Download · EU4Energy Ukraine. 22.05.2022 ...,2,2024,2025,1,non_intel,0.6,[],other,B,4,"The snippet lists publications without providing specific, actionable details on Moldova's infrastructure systems or dependencies."
organisations,"""Gazprom Moldova"" OR ""Inter RAO Transnistria""",ru,web,New Gas Supplier to Transnistria? Interview with Arkady ...,https://www.youtube.com/watch?v=5t9fenNkp-8,YouTube · МОСТ,,,,#gas #gascrisis #nogas #nolight #news #moldova #transnistria #ukraine #gazprom #moldova #ukraine #transnistria #gas #gazul #russiangas #moldovanews ...,1,2024,2025,1,non_intel,0.3,[],other,E,4,The YouTube video lacks concrete details on infrastructure systems or actors in Moldova. It appears to be a general discussion without actionable intelligence.
organisations,"""Gazprom Moldova"" OR ""Inter RAO Transnistria""",ru,web,"Друзья, ранее мы объясняли, как Республика Молдова ...",https://www.facebook.com/Nokta.md/videos/%D0%B4%D1%80%D1%83%D0%B7%D1%8C%D1%8F-%D1%80%D0%B0%D0%BD%D0%B5%D0%B5-%D0%BC%D1%8B-%D0%BE%D0%B1%D1%8A%D1%8F%D1%81%D0%BD%D1%8F%D0%BB%D0%B8-%D0%BA%D0%B0%D0%BA-%D1%80%D0%B5%D1%81%D0%BF%D1%83%D0%B1%D0%BB%D0%B8%D0%BA%D0%B0-%D0%BC%D0%BE%D0%BB%D0%B4%D0%BE%D0%B2%D0%B0-%D0%B7%D0%B0%D0%BA%D1%83%D0%BF%D0%B0%D0%B5%D1%82-%D0%BF%D1%80%D0%B8%D1%80%D0%BE%D0%B4%D0%BD%D1%8B%D0%B9-%D0%B3%D0%B0%D0%B7-%D1%81%D0%B5%D0%B3%D0%BE%D0%B4%D0%BD%D1%8F-/1029341785916883/,Facebook · Nokta,,,,The system for distribution of personnel is in Gazprom Moldova diversification and often Moldova point Alekseevka Chernauun Rutafa Ukraine part of ...,3,2024,2025,1,non_intel,0.4,[],other,E,5,"The Facebook post is vague and lacks specific, verifiable details about Moldova's infrastructure or dependencies, making it non-actionable."
people,"""brain drain Moldova infrastructure sector""",en,web,Action Plan for the Republic of Moldova 2021-2024,https://rm.coe.int/dio-eva-dec-final-moldova-ap-evaluation-report-310524/1680b1c064,coe.int,,,"May 31, 2024","Factors at play include a general brain drain from the country, too low a level of remuneration, ... There are big infrastructure needs in the sector. This ...",3,2024,2025,1,non_intel,0.6,[],NGO,B,4,"The action plan mentions infrastructure needs but lacks specific, actionable details about Moldova's infrastructure systems or dependencies."
people,"""brain drain Moldova infrastructure sector""",ro,web,Evaluations,https://anacec.md/en/technical-staff/evaluations,ANACEC.md,,,"Sep 23, 2025",The influence of the brain drain of Israeli students studying abroad on the labor market in Israel in comparison to the international situation. Doctor.,1,2024,2025,1,non_intel,0.4,[],other,C,5,"The snippet focuses on Israeli brain drain, unrelated to Moldova's infrastructure or dependencies, thus not contributing actionable intelligence."
people,"""brain drain Moldova infrastructure sector""",ro,web,Timișoara Cities Summit 2025 – EU Enlargement - Timișoara ...,https://timisoarasummit.eu/,timisoarasummit.eu,,,"Sep 30, 2025","Yet, concerns about competition, brain drain, and disparities remain. This panel explores how cities can work with local businesses and civil society to ...",2,2024,2025,1,non_intel,0.3,[],other,E,5,"The source discusses a summit in Timișoara, Romania, with no direct relevance to Moldova's infrastructure or dependencies."
people,"""brain drain Moldova infrastructure sector""",ro,web,At least one person has died and hundreds have been ...,https://www.facebook.com/cgtneuropeofficial/posts/at-least-one-person-has-died-and-hundreds-have-been-evacuated-after-torrential-r/1281041910723018/,Facebook · CGTNEurope,,,,"The valley village of Brosteni in Suceava county was devastated, with vehicles and homes swept away in the deluge. Officials say the Bistrita river surged to ...",3,2024,2025,1,non_intel,0.2,[],other,E,5,"The post describes a flood in Romania, unrelated to Moldova's infrastructure or vulnerabilities."
people,"""human capital energy sector Moldova""",ru,web,Moldova is strengthening its regulatory framework in the ...,https://infomarket.md/en/analitics/383466,InfoMarket.MD,,,5 days ago,Moldova is strengthening its regulatory framework in the field of construction and urban planning 09.10.2025. The government has approved amendments to the ...,2,2024,2025,1,non_intel,0.6,[],news,B,3,"The article mentions regulatory changes in construction, but lacks specific details on infrastructure dependencies or vulnerabilities."
events,"""EU aid infrastructure Moldova 2025""",en,web,Parliament approves new support plan for Moldova | News,https://www.europarl.europa.eu/news/en/press-room/20250310IPR27218/parliament-approves-new-support-plan-for-moldova,European Parliament,,,"Mar 11, 2025","On Tuesday, the European Parliament gave its green light to a new support facility for Moldova, focusing on better financing and democratic oversight.",1,2024,2025,1,non_intel,0.6,[],gov,A,3,"The article discusses a support facility for Moldova focusing on financing and democratic oversight, but lacks specific details on infrastructure systems or dependencies."
events,"""EU aid infrastructure Moldova 2025""",en,web,Joint Declaration following the first EU-Republic of Moldova ...,https://enlargement.ec.europa.eu/news/joint-declaration-following-first-eu-republic-moldova-summit-2025-07-04_en,Enlargement and Eastern Neighbourhood,,,"Jul 4, 2025","EU support to Moldova in the modernisation of its defence capabilities will continue, including €60 million of the European Peace Facility (EPF) budget in 2025 ...",2,2024,2025,1,non_intel,0.7,[],gov,A,3,"The snippet mentions EU support for Moldova's defense capabilities, but does not provide actionable details on infrastructure or dependencies relevant to the research question."
events,"""EU aid infrastructure Moldova 2025""",en,web,Moldova: an unprecedented financial assistance package ...,https://www.osw.waw.pl/en/publikacje/analyses/2025-02-24/moldova-unprecedented-financial-assistance-package-eu,OSW Ośrodek Studiów Wschodnich,,,"Feb 24, 2025","Under this plan, Moldova is set to receive €1.885 billion in aid between 2025 and 2027, including €385 million in non-repayable grants and €1.5 billion in ...",3,2024,2025,1,non_intel,0.7,[],think_tank,B,3,"The article outlines financial aid to Moldova but lacks specific information on infrastructure systems, dependencies, or vulnerabilities."
events,"""EU aid infrastructure Moldova 2025""",ro,web,Support for EU Integration - EU for ...,https://eu4moldova.eu/en/support-for-eu-integration/,EU for Moldova,,,"Aug 29, 2025","The Internship Programme focuses on topics of EU – Republic of Moldova relations, and namely on the process of EU integration.",1,2024,2025,1,non_intel,0.5,[],NGO,C,4,"The snippet focuses on EU-Moldova relations and integration, without specific details on infrastructure or dependencies."
events,"""EU aid infrastructure Moldova 2025""",ro,web,Joint motion for a resolution - European Parliament,https://www.europarl.europa.eu/doceo/document/RC-10-2025-0355_EN.html,European Parliament,,,"Sep 5, 2025","Welcomes the smooth adoption of the EUR 1.9 billion Growth Plan for Moldova, which represents an unprecedented level of support aimed at boosting the Moldovan ...",2,2024,2025,1,non_intel,0.6,[],gov,A,3,The resolution discusses financial support for Moldova but does not provide specific details on infrastructure systems or dependencies.
events,"""EU aid infrastructure Moldova 2025""",ro,web,Moldova invests 208 million lei in local and regional ...,https://moldovainvest.eu/en/international-en/moldova-invests-208-million-lei-in-local-and-regional-development-11-projects-approved-for-2025-2027/,Moldova Invest,,,"Oct 2, 2025",Moldova invests 208 million lei in local and regional development: 11 projects approved for 2025–2027 · Details of the approved projects · Investment context and ...,3,2024,2025,1,non_intel,0.6,[],other,C,4,The article mentions investment in local and regional development but lacks specific details on infrastructure systems or actors relevant to Moldova's vulnerabilities.
general,"""Moldova telecommunications infrastructure"" OR ""broadband Moldova""",en,web,vocab.txt,https://huggingface.co/amitness/mergedistill-mt-en/raw/main/vocab.txt,Hugging Face,,,"Feb 9, 2024",... broadband Moldova installazzjonijiet Kondotta tinbeda ##likata konvin ##daħħ ttieħdet NB Konsegwentement ġenerazzjonijiet ##qsin ##jegati Cont msejħa Noel ...,3,2024,2025,1,non_intel,0.2,[],other,F,6,The snippet appears to be a random text string without context or relevance to Moldova's infrastructure.
general,"""Moldova telecommunications infrastructure"" OR ""broadband Moldova""",en,scholar,Infrastructure as a Determinant of the National Competitiveness,https://ibn.idsi.md/vizualizare_articol/209503,,"A Stratan - Across, 2024 - ibn.idsi.md",https://ibn.idsi.md/sites/default/files/imag_file/31-38_30.pdf,,"Cognizant of the instrumental role infrastructure plays in the underpinning of international competitiveness, Moldova's public custodians have been actively marshalling resources and …",,2024,2025,1,non_intel,0.5,[],journal,C,4,The snippet is too vague and lacks specific details about Moldova's infrastructure systems or dependencies.
general,"""Moldova water infrastructure"" OR ""utilities Moldova""",en,web,Advertiser Directory - Affiliate Program,https://optimisemedia.com/advertiser-directory/,optimisemedia.com,,,"Sep 12, 2024",... UtilitiesMoldova | BusinessMoldova | CharitiesMoldova | EducationMoldova | EmploymentMoldova | Fashion & BeautyMoldova | FinanceMoldova | GroceryMoldova ...,2,2024,2025,1,non_intel,0.3,[],other,E,5,The directory listing lacks substantive information on Moldova's infrastructure or dependencies.
