category,query,language,engine,title,link,source,publication_info,pdf_link,date,snippet,position,year_min,year_max,occurrences,label,confidence,pmesii,source_type,admiralty_source_reliability,admiralty_info_credibility,rationale
areas,Moldova infrastructure 2024,en,scholar,"Global age-sex-specific mortality, life expectancy, and population estimates in 204 countries and territories and 811 subnational locations, 1950–2021, and the impact of the COVID-19 pandemic: a comprehensive demographic analysis for the Global Burden of Disease Study 2021",https://openalex.org/W4392663706,,The Lancet (2024),https://researchonline.jcu.edu.au/82489/7/82489.pdf,,,,2024,2025,1,non_intel,0.1,[],other,E,1,"The content is unrelated to Moldova's infrastructure or external influence operations, lacking actionable intelligence."
areas,Moldova infrastructure 2024,en,scholar,"Global fertility in 204 countries and territories, 1950–2021, with forecasts to 2100: a comprehensive demographic analysis for the Global Burden of Disease Study 2021",https://openalex.org/W4394019396,,The Lancet (2024),http://qspace.qu.edu.qa/bitstream/10576/53372/1/PIIS0140673624005506.pdf,,,,2024,2025,1,non_intel,0.1,[],other,E,1,The document does not provide relevant infrastructure intelligence or insights into Moldova's political stability.
areas,Moldova infrastructure 2024,en,scholar,CLUSTERING OF BUSINESSES IN THE REPUBLIC OF MOLDOVA: ANALYSIS OF ECONOMIC DEVELOPMENT PROSPECTS,https://openalex.org/W4412551183,,2025,,,,,2024,2025,1,non_intel,0.1,[],other,E,1,"The content is unrelated to Moldova's infrastructure or external influence operations, lacking actionable intelligence."
areas,Moldova infrastructure 2024,en,scholar,Exploring the determinants of methane emissions from a worldwide perspective using panel data and machine learning analyses,https://openalex.org/W4393078203,,Environmental Pollution (2024),,,,,2024,2025,1,non_intel,0.1,[],other,E,1,The document does not provide relevant infrastructure intelligence or insights into Moldova's political stability.
areas,Moldova infrastructure 2024,en,scholar,"Comparative Analysis of Information Management Practices by WHO EMTCC During Major Disasters: Cyclone Idai (2019), Moldova Refugee Crisis (2022), Türkiye Earthquake (2023), and Palestine Humanitarian Crisis (2024)",https://openalex.org/W4410565928,,Prehospital and Disaster Medicine (2025),,,,,2024,2025,1,non_intel,0.1,[],other,E,1,"The content is unrelated to Moldova's infrastructure or external influence operations, lacking actionable intelligence."
areas,Moldova infrastructure 2024,en,scholar,Mapping the global geography of cybercrime with the World Cybercrime Index,https://openalex.org/W4394674973,,PLoS ONE (2024),https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0297312&type=printable,,,,2024,2025,1,non_intel,0.0,[],other,D,4,LLM shorter than batch; filled default
areas,Moldova infrastructure 2024,en,scholar,Modeling the link between tourism and economic development: evidence from homogeneous panels of countries,https://openalex.org/W4392136811,,Humanities and Social Sciences Communications (2024),https://www.nature.com/articles/s41599-024-02826-8.pdf,,,,2024,2025,1,non_intel,0.0,[],other,D,4,LLM shorter than batch; filled default
areas,Moldova infrastructure 2024,en,scholar,Trypillia mega-sites: a social levelling concept?,https://openalex.org/W4392163839,,Antiquity (2024),https://www.cambridge.org/core/services/aop-cambridge-core/content/view/A0048EA63DA8D0B00A513BFD7C24A679/S0003598X24000188a.pdf/div-class-title-trypillia-mega-sites-a-social-levelling-concept-div.pdf,,,,2024,2025,1,non_intel,0.0,[],other,D,4,LLM shorter than batch; filled default
areas,Moldova infrastructure 2024,en,scholar,Child health prioritisation in national adaptation policies on climate change: a policy document analysis across 160 countries,https://openalex.org/W4399362547,,The Lancet Child & Adolescent Health (2024),,,,,2024,2025,1,non_intel,0.0,[],other,D,4,LLM shorter than batch; filled default
areas,Moldova infrastructure 2024,en,scholar,Impacts on and damage to European forests from the 2018–2022 heat and drought events,https://openalex.org/W4406106013,,Natural hazards and earth system sciences (2025),,,,,2024,2025,1,non_intel,0.0,[],other,D,4,LLM shorter than batch; filled default
areas,Moldova infrastructure 2024,en,scholar,A Comparative Perspective on Negative Campaigning in National Election Campaigns in Central and Eastern European Countries,https://openalex.org/W4400008660,,Politics and Governance (2024),,,,,2024,2025,1,non_intel,0.2,[],journal,C,3,"The title suggests a focus on negative campaigning in elections, which is not directly related to Moldova's infrastructure or external influence."
areas,Moldova infrastructure 2024,en,scholar,"Rebuilding the Transportation Sector of Ukraine: a Comprehensive Approach to Financing, Investment and Recovery",https://openalex.org/W4414096653,,Herald of the Economic Sciences of Ukraine (2025),,,,,2024,2025,1,non_intel,0.2,[],journal,C,3,"This article focuses on Ukraine's transportation sector, not Moldova's infrastructure or external influence."
areas,Moldova infrastructure 2024,en,scholar,Geopolitical EU? The EU's Wartime Assistance to Ukraine,https://openalex.org/W4394882321,,JCMS Journal of Common Market Studies (2024),https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jcms.13613,,,,2024,2025,1,non_intel,0.2,[],journal,C,3,"The focus is on EU assistance to Ukraine, lacking direct relevance to Moldova's infrastructure or influence operations."
areas,Moldova infrastructure 2024,en,scholar,Risk of introduction and establishment of alien vertebrate species in transboundary neighboring areas,https://openalex.org/W4391311639,,Nature Communications (2024),https://www.nature.com/articles/s41467-024-45025-4.pdf,,,,2024,2025,1,non_intel,0.2,[],journal,C,3,The topic of alien species in transboundary areas does not pertain to Moldova's infrastructure or external influence.
areas,Moldova infrastructure 2024,en,scholar,Spatial Cumulative Assessment of Impact Risk-Implementing Ecosystem-Based Management for Enhanced Sustainability and Biodiversity in the Black Sea,https://openalex.org/W4398781801,,Sustainability (2024),https://www.mdpi.com/2071-1050/16/11/4449/pdf?version=1716544333,,,,2024,2025,1,non_intel,0.2,[],journal,C,3,"This article addresses biodiversity and sustainability, which are not directly related to Moldova's infrastructure or external influence."
areas,Moldova infrastructure 2024,en,scholar,RESULTS OF THE PRESIDENTIAL ELECTIONS AND THE «PRO-EUROPEAN» REFERENDUM IN MOLDOVA: WHAT’S NEXT?,https://openalex.org/W4405631077,,2024,,,,,2024,2025,1,intel,0.8,['Events'],other,B,4,"The title indicates a focus on recent elections and a referendum in Moldova, which could impact political stability and infrastructure decisions."
areas,Moldova infrastructure 2024,en,scholar,"Evaluation of educational resource utilization efficiency, regional technological heterogeneity, and total factor productivity change in 35 European countries",https://openalex.org/W4391021990,,PLoS ONE (2024),https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0295979&type=printable,,,,2024,2025,1,non_intel,0.2,[],journal,C,3,"This article discusses educational resource efficiency, which is not relevant to Moldova's infrastructure or external influence."
areas,Moldova infrastructure 2024,en,scholar,Where have Ukrainian refugees gone? Identifying potential settlement areas across European regions integrating digital and traditional geographic data,https://openalex.org/W4396808337,,Population Space and Place (2024),,,,,2024,2025,1,non_intel,0.2,[],journal,C,3,"The focus is on refugee settlement areas, lacking relevance to Moldova's infrastructure or external influence."
areas,Moldova infrastructure 2024,en,scholar,Transport infrastructure in the system of environmental projects for sustainable development of the region,https://openalex.org/W4394754975,,E3S Web of Conferences (2024),https://www.e3s-conferences.org/articles/e3sconf/pdf/2024/45/e3sconf_tt21c-2024_01015.pdf,,,,2024,2025,1,non_intel,0.2,[],other,C,3,"This article discusses transport infrastructure in the context of environmental projects, not specifically related to Moldova's infrastructure."
areas,Moldova infrastructure 2024,en,scholar,The polycrisis and EU security and defence competences,https://openalex.org/W4399515604,,Journal of European Public Policy (2024),https://www.tandfonline.com/doi/pdf/10.1080/13501763.2024.2362762?needAccess=true,,,,2024,2025,1,non_intel,0.2,[],journal,C,3,"The article addresses EU security and defense competences, which does not directly relate to Moldova's infrastructure."
areas,Moldelectrica energy grid,en,web,PDFMoldova pursuing a bold energy transition - energie.gov.md,https://energie.gov.md/sites/default/files/document/attachments/mbw_19.09.2025.pdf,,,,,Share of electricity Increasing the of electricity in finalenergyconsumption 12% (2023) to by 2050. Share of electricity produced from carbon-free sources total local production: 15.11% (2024) to 85% (2050). 5,1,2024,2025,1,intel,0.9,"['Structures', 'Capabilities']",gov,A,5,"This document outlines Moldova's energy transition plans, detailing the shift towards renewable energy and its implications for infrastructure."
areas,Moldelectrica energy grid,en,web,SE Moldelectrica. Renewable Energy Sources,https://www.moldelectrica.md/en/network/renewable_energy_sources,,,,,"The RenewableEnergyLaw of 2007, developed in line with the Directive 2009/28/EC on renewableenergysources; The NationalEnergyEfficiency Program 2011-2020; The NationalEnergyEfficiency Action Plan 2013-2015; TheEnergyStrategy of the Republic of Moldova until 2030.",2,2024,2025,1,intel,0.8,['Structures'],company,B,4,"The article discusses Moldova's renewable energy laws and strategies, providing insights into the management and organization of energy infrastructure."
areas,Moldelectrica energy grid,en,web,PDFMoldova - energy-community.org,https://www.energy-community.org/dam/jcr:1ada75bb-8fee-4905-9e55-b0c4c636fa56/IR2024_Moldova.pdf,,,,,"The Government has approved a winter plan for the2024-2025heating season, which outlines how the electricity and natural gas supply would be affected if Gazprom, in the worst-case scenario, stopped gas deliveries to the Left Bank (i.e., Trans-nistrian Region) starting from 1 January 2025.",3,2024,2025,1,intel,0.9,"['Structures', 'Capabilities']",other,A,5,"This document details Moldova's winter energy plan for 2024-2025, highlighting dependencies on Transnistria and implications for energy security."
areas,Moldelectrica energy grid,en,web,ROMANIA: Romania can also send electricity to the Republic of Moldova ...,https://energyworld.ro/2024/11/08/romania-romania-can-also-send-electricity-to-the-republic-of-moldova-in-winter-via-four-110-kv-lines-transelectrica-and-moldelectrica-have-activated-the-connections/,,,,,"These measures are essential for strengtheningenergysecurity and for maintaining a stable supply ofenergyfor all consumers,""Moldelectricasays. WithoutMoldelectricanaming them, it is most likely about the four 110 kV lines from eastern Romania that reach the Republic of Moldova, respectively Huși-Cioara, Stânca-Costești, Țuțora ...",4,2024,2025,1,intel,0.9,"['Structures', 'Capabilities']",news,A,5,"The article discusses Moldova's energy crisis and interconnections with Romania, providing critical insights into energy supply dependencies."
areas,Moldelectrica energy grid,en,web,How Moldova is addressing energy supply challenges for 2025,https://moldova1.md/p/41332,,,,,"Moldova is preparing for new challenges in ensuring electricity supply starting January 1, 2025. Electricity providers have already warned that power outages may occur, especially during peak hours, if we can no longer procure electricity from the Cuciurgan Power Plant (MGRES). In this context, we aim to explain how Moldova'senergysystem functions and what solutions are available to overcome ...",5,2024,2025,1,intel,0.9,"['Structures', 'Capabilities']",news,A,5,"This article reports on Moldova's energy interconnection enhancements with Romania, crucial for understanding energy supply stability and infrastructure."
areas,Moldelectrica energy grid,en,web,Moldova Faces Energy Crisis as Romania Steps In for Supply,https://lemonews.com/en/article/republica-moldova-va-depinde-de-romania-pentru-62-din-energia-electrica-in-ianuarie-2025-in-contextul-unei-crize-energetice-wbcdhg,,,,,"The Republic of Moldova has successfully activatedenergyinterconnection enhancements with Romania, enabling increased electricity imports during the winter season2024-2025.Moldelectrica, in collaboration with Transelectrica, has implemented islanding regimes on four 110 kV lines, ensuring stableenergysupply amidst potential crises.",6,2024,2025,1,intel,0.8,['Structures'],other,B,4,"The article discusses Moldova's membership in ENTSO-E, indicating its integration into European energy infrastructure and implications for energy management."
areas,Moldelectrica energy grid,en,web,Member Companies - ENTSO-E,https://www.entsoe.eu/about/inside-entsoe/members/,,,,,"In many countries, TSOs are in charge of the development of thegridinfrastructure too. 40 Members from 36 countries are part of ENTSO-E. The Observer Membership Agreement passed with TEİAŞ (Turkish TSO) was formalised on 13 December 2022. On 22 November 2023,Moldelectrica, the Moldavian TSO, joined ENTSO-E as Observer Member.",7,2024,2025,1,non_intel,0.2,[],gov,C,3,"The content focuses on energy consumption advice, lacking substantive information on infrastructure or external influence."
areas,Moldelectrica energy grid,en,web,Ministerul energiei | Home page,https://energie.gov.md/ro,,,,,"Ministerul Energiei vă îndeamnă să fiți responsabili! Prin efortul fiecărui consumator de a reduce consumul de electricitate, în special, în intervalul orelor de vârf 07:00-10:00 și 18:00-23:00, vom contribui la creșterea gradului de securitate energetică a țării și vom reduce costurile de procurare a energiei electrice.",8,2024,2025,1,intel,0.8,"['Structures', 'Capabilities']",other,B,4,"This article discusses Moldova's energy transition and the challenges faced, providing insights into the infrastructure's resilience and dependencies."
areas,Moldelectrica energy grid,en,web,Accelerating a Just Energy Transition in the Republic of Moldova ...,https://www.undp.org/moldova/projects/accelerating-just-energy-transition-republic-moldova-programme,,,,,"The Republic of Moldova is currently facing a pressing development challenge characterized by the liberalization of theenergymarket and ensuring swift transition to greenenergytechnologies and solutions. In addition, theenergycrisis has had severe consequences, including high inflation, potential recession, and a significant decline in GDP. Moldovan households, particularly those in ...",9,2024,2025,1,intel,0.9,"['Structures', 'Capabilities']",other,B,4,"The article details the testing of Moldova's energy network capabilities, crucial for understanding its operational resilience and dependencies on Romania."
areas,Moldelectrica energy grid,en,web,Moldelectrica testează dacă rețeaua Moldovei poate funcționa doar cu ...,https://renergy.md/moldelectrica-testeaza-daca-reteaua-moldovei-poate-functiona-doar-cu-energie-din-romania/,,,,,"Moldelectricaa activat recent regimurile de insularizare pe patru linii electrice aeriene (LEA) de interconexiune de 110 kV, colaborând îndeaproape cu CNTEE Transelectrica din România și operatorii de distribuție de pe ambele maluri ale Prutului. Această măsură face parte din Planul de pregătire al Guvernului pentru sezonul de iarnă2024-2025și are drept obiectiv asigurarea ...",10,2024,2025,1,non_intel,0.0,[],other,D,4,LLM shorter than batch; filled default
areas,Moldelectrica energy grid,en,scholar,"A global catalogue of CO<sub>2</sub> emissions and co-emitted species from power plants, including high-resolution vertical and temporal profiles",https://openalex.org/W4390884420,,Earth system science data (2024),https://essd.copernicus.org/articles/16/337/2024/essd-16-337-2024.pdf,,,,2024,2025,1,non_intel,0.2,[],journal,C,3,The source discusses CO2 emissions from power plants but lacks specific relevance to Moldova's infrastructure or external influence operations. It does not provide actionable intelligence.
