category,query,language,engine,title,link,source,publication_info,pdf_link,date,snippet,position,year_min,year_max,occurrences,label,confidence,pmesii,source_type,admiralty_source_reliability,admiralty_distance_to_origin,admiralty_info_credibility,rationale
economic,FDI Moldova 2024..2025,en,scholar,A nyugat-balkáni térség és az euróövezet „nem szokványos” kiterjesztése,https://openalex.org/W4401209143,Közgazdasági Szemle (2024),,,,,,,,,non_intel,0.91,[],journal,A,c,3,Focuses on Western Balkans and eurozone extension; not about Moldova’s infrastructure or related dependencies.
economic,FDI Moldova 2024..2025,en,scholar,Foreign Trade of Ukraine’s ICT Sector: state and prospects,https://openalex.org/W4393392381,International Science Journal of Management Economics & Finance (2024),,https://isg-journal.com/isjmef/article/download/644/359,,,,,,,non_intel,0.94,[],journal,D,c,4,"Study on Ukraine’s ICT trade; no linkage to Moldova’s infrastructure, systems, or cross-border dependencies."
economic,FDI Moldova 2024..2025,en,scholar,,https://openalex.org/W4390484956,Socio World Social Research & Behavioral Sciences (2024),,https://zenodo.org/records/10443165/files/SWD-13.03.2023.pdf,,,,,,,non_intel,0.58,[],journal,D,c,6,No title or content provided; cannot determine relevance to Moldova’s infrastructure.
economic,sanctions Moldova economy 2024..2025,en,scholar,"Beyond External Incentives: The European Union, Wartime Enlargement and the Candidate Countries in Eastern Europe and the Western Balkans",https://openalex.org/W4413000465,JCMS Journal of Common Market Studies (2025),,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/jcms.70018,,,,,,,non_intel,0.76,[],journal,A,c,3,"EU enlargement theory piece; without specifics, offers no concrete Moldova infrastructure systems, actors, or incidents."
economic,remittances Moldova 2024..2025,en,scholar,Responding to natural disasters: What do monthly remittance data tell us?,https://openalex.org/W4405220692,Journal of Development Economics (2024),,,,,,,,,non_intel,0.93,[],journal,A,c,2,Remittance-disaster analysis; unrelated to Moldova’s infrastructure capabilities or dependencies.
economic,remittances Moldova 2024..2025,en,scholar,Prospects for Russia's Crop Exports to China and Food Security of China,https://openalex.org/W4393170324,World Economy and International Relations (2024),,https://www.fao.org/3/cb9013en/cb9013en.pdf,,,,,,,non_intel,0.95,[],journal,B,c,3,Study on Russia’s crop exports to China; no Moldova infrastructure relevance.
economic,remittances Moldova 2024..2025,en,scholar,RUSSIAN SOFT POWER AS AN INSTRUMENT OF INFLUENCE ON BELARUS,https://openalex.org/W4405686082,Przegląd Wschodnioeuropejski (2024),,,,,,,,,non_intel,0.92,[],journal,C,c,3,Focus on Belarusian context; no actionable insight on Moldova’s infrastructure systems or vulnerabilities.
economic,inflation Moldova 2024..2025,en,scholar,Covid-19 pandemic and equity of global human papillomavirus vaccination: descriptive study of World Health Organization-Unicef vaccination coverage estimates,https://openalex.org/W4391363421,BMJ Medicine (2024),,https://bmjmedicine.bmj.com/content/bmjmed/3/1/e000726.full.pdf,,,,,,,non_intel,0.97,[],journal,A,c,2,Global HPV vaccination equity; unrelated to Moldova infrastructure or energy/transport/ICT systems.
economic,inflation Moldova 2024..2025,en,scholar,Financing gap for universal social protection,https://openalex.org/W4396511505,ILO eBooks (2024),,https://www.econstor.eu/bitstream/10419/296565/1/1887275096.pdf,,,,,,,non_intel,0.9,[],NGO,B,c,2,"ILO global social protection financing; no Moldova-specific infrastructure structures, actors, or capacities."
economic,PPP Moldova OR SOE reform 2024..2025,en,scholar,"An Analytical Study on Indian Union Budget 2024-2025: A Special Reference to Innovation, Research &amp; Development",https://openalex.org/W4404889630,International Journal For Multidisciplinary Research (2024),,https://www.ijfmr.com/papers/2024/6/31871.pdf,,,,,,,non_intel,0.99,[],journal,D,c,4,Indian budget analysis; unrelated to Moldova or its infrastructure dependencies.
economic,PPP Moldova OR SOE reform 2024..2025,en,scholar,Understanding China’s Belt and Road Initiative,https://openalex.org/W4392014093,Asia in transition (2024),,,,,,,,,non_intel,0.12,[],journal,A,c,6,Generic analysis of China’s BRI; no Moldova-specific infrastructure details or 2024–2025 events.
economic,PPP Moldova OR SOE reform 2024..2025,en,scholar,Municipal solid waste management challenges in developing regions: A comprehensive review and future perspectives for Asia and Africa,https://openalex.org/W4395450428,The Science of The Total Environment (2024),,,,,,,,,non_intel,0.1,[],journal,A,c,6,Review on waste management in Asia/Africa; unrelated to Moldova’s infrastructure.
economic,Romania cross-border projects Moldova energy transport 2024..2025,en,scholar,Seven Arguments in Favour of Rethinking Corruption,https://openalex.org/W4392398079,eucrim – The European Criminal Law Associations Forum (2024),,,,,,,,,non_intel,0.14,[],journal,A,c,6,Theoretical piece on corruption with no Moldova infrastructure content.
economic,Moldova economy 2024 analysis,en,youtube,Moldovan PM says 'the war next to our border is an economic & social problem for us' |WION Exclusive,https://www.youtube.com/watch?v=Y8eaaFUaYTw,WION,,,20240519,"Moldova's Prime Minister Dorin Recean has recognized India as an ""important player on the international scene"" and has extended an invitation to Indian students, tourists, and investors to visit his country. In an interview with our diplomatic correspondent Sidhant Sibal in Chișinău, the Moldovan capital, he praised India's economic growth, stating, ""I would like to congratulate India for becoming one of the fastest-growing large economies. This is great for India and for the world as well.""

He",,,,,non_intel,0.37,[],news,C,c,3,Interview highlights general economic/social issues and outreach to India; lacks concrete infrastructure data.
economic,Moldova economy 2024 analysis,en,youtube,Deputy PM Dumitru Alaiba on Moldova’s Economic Development and Potential,https://www.youtube.com/watch?v=7ofWdqOh1qs,The Vienna Institute for International Economic Studies,,,20241028,"Dumitru Alaiba, Deputy Prime Minister and Minister of Economic Development and Digitalisation of the Republic of Moldova, delivered an inspiring keynote at our Spring Seminar 2024 on Moldova’s remarkable economic development and potential in sectors such as IT, industry, and agriculture, despite the country being directly affected by the war in neighbouring Ukraine.
#moldova #economy #economics #moldovanews #europe #eu #enlargement 

About wiiw:
The Vienna Institute for International Economic St",,,,,non_intel,0.45,[],think_tank,B,b,3,"Keynote on economic development is broad; no specific infrastructure systems, capacities, or projects detailed."
economic,Moldova economy 2024 analysis,en,youtube,The Regional Economic Forum Moldova 2024,https://www.youtube.com/watch?v=FZV3XMhQtWM,News Moldova . Ro,,,20230809,"The Regional Economic Forum Moldova 2024 is the main business event of the year 2024 for the Moldova Region. The forum, organized by the Center for Analysis and Regional Development Planning, together with the economic magazine ""Moldova Invest,"" will be targeted towards the countries of Southeast Europe. It will bring together business leaders, experts, decision-makers, and diplomatic representatives from the region to discuss the specific economic challenges and opportunities of Southeast Europ",,,,,non_intel,0.22,[],other,D,c,4,Event pertains to the ‘Moldova Region’ (Romania) business forum; not Republic of Moldova infrastructure.
economic,Moldova economy 2024 analysis,en,youtube,Who holds the reins? Moldova’s post-election political power map,https://www.youtube.com/watch?v=2AYlLXHxmFM,European Policy Centre,,,20250929,"Elections Monitor 
29 September 2025 

Speakers: Dr. Ionela Maria Ciolan, Research Officer, Wilfried Martens Centre for European Studies; Anastasia Pociumban, Research Fellow and Project Manager, Eastern Partnership Think Tank Network, German Council on Foreign Relations (DGAP)

Moderator: Amanda Paul, Deputy Head of the Europe in the World Programme & Senior Policy Analyst, European Policy Centre 


Moldova’s parliamentary elections on 28 September 2025 represented another critical moment for t",,,,,non_intel,0.31,[],think_tank,B,c,3,"Focuses on political power dynamics post-election, not infrastructure systems or capabilities."
economic,Moldova economy 2024 analysis,en,youtube,Moldova's Foreign Minister on the Impact of Russo-Ukraine War on Economy & Safety 🌍 #Ukraine #Putin,https://www.youtube.com/watch?v=dM1g9DBDLfU,One Decision,,,20240208,"One Decision sits down with #OneDecision #LeonPanetta #ChristinaRuffini #GlobalAffairs #Geopolitics #Moldova’s Foreign Minister Nicu Popescu to discuss the impact #Russia’s aggression on #Ukraine is having on his country.

#politics #ForeignPolicy #Europe #government #economics #Moldova #Russia #Ukraine

Stay ahead of the curve with exclusive interviews and comprehensive discussions that enlighten and inform, discovering why every decision matters in the intricate world of politics and power. 

",,,,,non_intel,0.34,[],news,C,c,3,"Interview addresses overall impact of the war; no concrete infrastructure assets, capacities, or incidents cited."
economic,Moldova economy 2024 analysis,en,youtube,"Webinar: Economic Resilience in Armenia, Georgia, and Moldova",https://www.youtube.com/watch?v=TCTJBHp3IDk,CASE,,,20250326,"This webinar examined three in-depth country reports on Armenia, Georgia, and Moldova, analysing their economic resilience, key vulnerabilities, and policy challenges. These reports provide a comprehensive assessment of macroeconomic stability, financial sector developments, external trade relations, and energy security, while also examining the impact of recent geopolitical shifts, including Russia's invasion of Ukraine and regional conflicts.

The webinar was moderated by Marek Dąbrowski (CASE",,,,,intel,0.64,"['Capabilities', 'Organisations', 'Events']",think_tank,B,b,3,"Webinar promises detailed assessment of Moldova’s energy security, vulnerabilities, and policy challenges in 2025."
economic,Moldova economy 2024 analysis,en,youtube,Moldova Trade Resilience Forum 2023 – Summary,https://www.youtube.com/watch?v=wOp9YozVfG0,UNDP in Moldova,,,20240102,,,,,,non_intel,0.2,[],NGO,B,b,6,Video summary without accessible details; unclear infrastructure content relevant to 2024–2025.
economic,Moldova economy 2024 analysis,en,youtube,Economic analysis of Moldova (Part 1),https://www.youtube.com/watch?v=bNfWbR9YAqs,"Department of World Economy, TSUE",,,20240530,"The topic of the course work: Economic analysis of Moldova
Academic year: 2023-2024
Student: Matkarimov Islomjon
Academic supervisor: A. Zikriyoyev, contact: https://t.me/+w5EepELJ5vJmYzYy
Course: 1st year
Science: Economy of World Regions
Field of study: World economy and international economic relations",,,,,non_intel,0.24,[],other,D,b,4,Student coursework; broad economic overview with no verifiable infrastructure specifics.
economic,Moldova economy 2024 analysis,en,youtube,Russian-funded fake news network aims to disrupt election in Moldova  | BBC News,https://www.youtube.com/watch?v=eEqk3Z4_Okk,BBC News,,,20250921,"A secret Russian-funded network is attempting to disrupt upcoming democratic elections in an eastern European state, the BBC has found.

Using an undercover reporter, we discovered the network promised to pay participants if they posted pro-Russian propaganda and fake news undermining Moldova's pro-EU ruling party ahead of the country's 28 September parliamentary ballot.

Moldova is sandwiched between Ukraine, and EU-member Romania, meaning it has strategic significance for both Europe and the K",,,,,non_intel,0.5,[],news,B,c,2,Reveals influence ops targeting elections; not actionable for infrastructure systems or capabilities.
economic,Moldova economy 2024 analysis,en,youtube,Economic analysis of Moldova (Part 2),https://www.youtube.com/watch?v=SlbaGytYKe4,"Department of World Economy, TSUE",,,20240530,"The topic of the course work: Economic analysis of Moldova
Academic year: 2023-2024
Student: Matkarimov Islomjon
Academic supervisor: A. Zikriyoyev, contact: https://t.me/+w5EepELJ5vJmYzYy
Course: 1st year
Science: Economy of World Regions
Field of study: World economy and international economic relations",,,,,non_intel,0.24,[],other,D,b,4,Student coursework continuation; lacks concrete infrastructure details.
economic,Moldova energy dependence 2024,en,youtube,Moldova braces for energy crisis as Russia halts gas supplies,https://www.youtube.com/watch?v=Uxi9ELVdAIY,euronews,,,20241231,"Moldovan leaders have implemented energy-saving measures and assured residents of temporary gas reserves, but fears of a humanitarian crisis in Transnistria remain.

READ MORE : https://www.euronews.com/2024/12/31/moldova-braces-for-energy-crisis-as-russia-halts-gas-supplies

Subscribe to our channel: https://www.youtube.com/c/euronews?sub_confirmation=1
Watch our LIVE here: https://www.youtube.com/c/euronews/live

Subscribe to our thematic channels:
NoComment: https://www.youtube.com/c/nocommen",,,,,intel,0.78,"['Events', 'Capabilities', 'Areas']",news,B,c,2,"Reports Russia halting gas supplies (2024), energy-saving measures, and Transnistria humanitarian risk—directly on energy dependency and response."
economic,Moldova energy dependence 2024,en,youtube,What happened when Moldova’s main power plant went dark,https://www.youtube.com/watch?v=D2VoJMLVlUw,International Energy Agency,,,20250701,"What do you do if 70% of your country's electricity comes from a power plant which no longer has a fuel supply? 

Our latest video features exclusive footage from inside Moldova, where massive energy infrastructure projects are underway to bolster the country's energy independence and build new connections to Europe's grid. 

Subtitrări în limba română disponibile. Subtitles available by clicking above. 

Interested in Moldova's energy system? You can learn more on our website: https://www.iea.o",,,,,intel,0.8,"['Capabilities', 'Structures', 'Events']",think_tank,B,b,2,"IEA shows Moldova’s main plant fuel loss and ongoing grid-connection projects, offering concrete infrastructure status and upgrades."
economic,Moldova energy dependence 2024,en,youtube,What happened when Moldova’s main power plant went dark,https://www.youtube.com/watch?v=Ti1wcvF9vDw,International Energy Agency,,,20250630,"What do you do if 70% of your country's electricity comes from a power plant which no longer has a fuel supply? Full video available now! 

Our latest video features exclusive footage from inside Moldova, where massive energy infrastructure projects are underway to bolster the country's energy independence and build new connections to Europe's grid. 

Subtitrări în limba română disponibile. Subtitles available in Romanian on the main video. 

Interested in Moldova's energy system? You can learn ",,,,,intel,0.6,"['Capabilities', 'Structures', 'Events']",think_tank,B,b,3,Announces Moldova’s main plant outage and infrastructure projects to connect to Europe’s grid—actionable albeit brief.
economic,Moldova energy dependence 2024,en,youtube,Moldova Emerges as Europe’s New Energy Investment Hotspot,https://www.youtube.com/watch?v=NO-0WBypriI,Environment+Energy Leader,,,20250908,"Moldova's shift from Russian gas to renewables is gaining pace. With new tenders, storage demand, and EU ties, investors are eyeing its fast-moving market.


https://www.environmentenergyleader.com/stories/moldova-emerges-as-europes-new-energy-investment-hotspot,90809


Support the show (https://www.buzzsprout.com/2441376/support) 


Share on your social channels, and don't forget to tag E+E Leader! 

Thanks for listening!

For access to all of E+E Leader's news and programs, visit our website a",,,,,intel,0.55,"['Capabilities', 'Events', 'Organisations']",news,C,c,3,"Trade media piece on shift from Russian gas to renewables, tenders and storage demand; relevant to market/infrastructure capabilities."
economic,Moldova energy dependence 2024,en,youtube,Extending the Green Deal : Reducing Moldovan energy dependencies on Russia,https://www.youtube.com/watch?v=QqsqMEiCWTU,Martens Centre,,,20230531,Extending the Green Deal : Reducing Moldovan energy dependencies on Russia,,,,,non_intel,0.32,[],think_tank,B,b,6,"2023 talk title only; lacks accessible, concrete details on infrastructure systems or 2024–2025 developments."
economic,Moldova energy dependence 2024,en,youtube,Moldova risking electricity shortages,https://www.youtube.com/watch?v=19ln0NHjTEY,Al Arabiya English,,,20250102,"While some European recipients of Russian gas like Austria and Slovakia have means to replace it, Moldova is dependent on Russian gas and could suffer drastic energy shortages, expert in Russian energy and gas policy Professor Arild Moe says.

#Russia #Ukraine",,,,,intel,0.58,"['Capabilities', 'Events']",news,C,c,3,Explains Moldova’s reliance on Russian gas and risk of electricity shortages—directly related to energy vulnerability.
economic,Moldova energy dependence 2024,en,youtube,Moldova's energy crisis continues as conflict rages next door,https://www.youtube.com/watch?v=I-uBh5h5q7M,Al Jazeera English,,,20221203,"Former Soviet republic Moldova has been hit the hardest by the Russian invasion of Ukraine.
It relies on gas and electricity from Russia. Now, the Moscow-backed breakaway region of Transnistria has stopped supplying energy.
Talks to resolve the crisis failed on Friday.
Al Jazeera's Andrew Simmons reports from Chisinau, Moldova.

Subscribe to our channel  http://bit.ly/AJSubscribe
Follow us on Twitter https://twitter.com/AJEnglish
Find us on Facebook https://www.facebook.com/aljazeera
Che",,,,,intel,0.49,"['Capabilities', 'Events']",news,B,c,2,Details Moldova’s dependence on Russian gas/electricity and Transnistria halting supply; older (2022) but relevant to dependency context.
economic,Moldova energy dependence 2024,en,youtube,Gazprom's Threat: How Moldova Won Energy Independence,https://www.youtube.com/watch?v=UVkbf16lDI0,Celebrity Election Matrix,,,20250929,"🌟 Thanks for watching!
Watch the Full Video Here ❤️
👉 https://youtu.be/TAGtnciCgV4",,,,,non_intel,0.22,[],other,D,f,6,"YouTube promo post with no substantive content beyond a link; unknown channel. Provides no concrete or verifiable details on Moldova’s infrastructure, energy systems, actors, or policies."
economic,Moldova energy dependence 2024,en,youtube,Powering Moldova’s European Dream: France’s Role in Energy Transition,https://www.youtube.com/watch?v=9CIF2Uns0EY,Alerk Ablikim,,,20241219,"Moldova is ready for change. Following the October 2024 referendum, the country is pivoting away from Russian influence and moving toward a European future. A crucial step in Moldova’s journey to EU membership lies in reforming its energy sector and reducing its reliance on Russian-controlled resources.

This video explores how Moldova’s transition to sustainable energy, aligned with the European Green Deal, can be supported by France. With its unmatched expertise in nuclear energy and its commi",,,,,non_intel,0.36,[],other,D,b,3,"Opinion video about France aiding Moldova’s energy transition; snippet lacks specific projects, data, or official policy details. Not actionable or verifiable as provided."
economic,Moldova energy dependence 2024,en,youtube,"🎙️ Janez Kopač on Moldova’s nZEB Future: Barriers, Breakthroughs & EU Alignment",https://www.youtube.com/watch?v=gHiC8pFUsXk,ZUGRO,,,20250711,"In this exclusive interview recorded at nZEB Days Chișinău 2025, we are honored to welcome Janez Kopač, former Director of the #EnergyCommunity Secretariat and ex-Minister of Environment and Energy of Slovenia. With over 30 years of experience in EU institutions and regional energy reform, Kopač offers a deep dive into the challenges and opportunities of implementing nearly zero-emission building (nZEB) standards in Eastern Europe.

Key topics discussed include:
 • Why Moldova must now align wit",,,,,non_intel,0.4,[],other,C,b,3,"Interview teaser on nZEB in Chișinău with credible expert but no concrete measures, timelines, or data in the provided text. Insufficient actionable infrastructure detail."
