category,query,language,engine,title,link,source,publication_info,pdf_link,date,snippet,position,year_min,year_max,occurrences,label,confidence,pmesii,source_type,admiralty_source_reliability,admiralty_distance_to_origin,admiralty_info_credibility,rationale
political,Moldova election 2024 analysis,en,youtube,Moldova bars pro-Russian party from tense parliamentary election • FRANCE 24 English,https://www.youtube.com/watch?v=qwRloizr1Tg,FRANCE 24 English,,,20250927,"Moldova’s electoral commission barred a pro-Russian party from participating in this weekend's tense parliamentary election, which is beleaguered by widespread claims of Russian interference. The vote could decide the country’s geopolitical future: a stark choice between East and West. Details by FRANCE 24 correspondent Maria Gerth-Niculescu.
#Moldova #election #Russia

🔔 Subscribe to France 24 now: https://f24.my/YTen
🔴 LIVE - Watch FRANCE 24 English 24/7 here: https://f24.my/YTliveEN

🌍 Read t",,,,,non_intel,0.44,[],other,B,c,3,"Election-related video about party disqualification and Russian interference. No concrete details on infrastructure systems, assets, or energy/transport dependencies."
political,Moldova election 2024 analysis,en,youtube,MCC Votes & Seats: “A Tough Lesson” – Moldova after the 2024 Presidential Election and EU Referendum,https://www.youtube.com/watch?v=tpQOWBMF9L4,Mathias Corvinus Collegium,,,20241202,"This time, we analyze the October 2024 presidential election and EU membership referendum that were held in Moldova on the same day.

Mr. Nicolae Panfil from Promo-LEX claims that the referendum turned out to be a “double-edged sword” in the campaign of incumbent head-of-state Maia Sandu: it did boost the president’s pro-EU image, yet it also gave a momentum to the pro-Russia machinery in the country.

By now, Sandu’s Party of Action and Solidarity absorbed all political power and marginalized o",,,,,non_intel,0.35,[],other,C,c,3,"Think-tank talk on 2024 election and referendum dynamics. Lacks specific infrastructure data (energy, transport, telecom, cyber) relevant to Moldova’s dependencies."
political,Moldova election 2024 analysis,en,youtube,Moldova Elections 2024: Maia Sandu Vs Alexandr Stoianoglo | Latest News | WION,https://www.youtube.com/watch?v=0cA_eOMlG9M,WION,,,20241103,"Amid concerns about Russian intervention, Moldovans went to the polls on Sunday to cast their ballots in a presidential election runoff that might be pivotal to the nation's future in Europe.

#moldova #moldovaelection #wion 

About Channel: 

WION The World is One News examines global issues with in-depth analysis. We provide much more than the news of the day. Our aim is to empower people to explore their world. With our Global headquarters in New Delhi, we bring you news on the hour, by the h",,,,,non_intel,0.33,[],other,C,c,3,"General election coverage mentioning Russian intervention. No actionable info on infrastructure systems, capabilities, incidents, or policies in Moldova."
political,Moldova election 2024 analysis,en,youtube,Moldova's pro-EU party wins vote among claims of Russian interference | BBC News,https://www.youtube.com/watch?v=B_EAG70vRmk,BBC News,,,20250929,"The pro-European party of Moldovan President Maia Sandu has claimed victory and a new majority in parliament in elections seen as critical for her country's future path to the EU.
 
Sandu had warned of ""massive Russian interference"" after voting, saying the future of her country, flanked by Ukraine and Romania, was at stake.
 
Igor Grosu, the leader of Sandu's Party of Action and Solidarity (PAS), said it had been ""an extraordinarily difficult battle"" and that Russia had thrown ""everything it ha",,,,,non_intel,0.41,[],other,B,c,3,"News on political results and interference claims; does not provide concrete infrastructure details (energy grid, transport links, telecom, water, cyber) for Moldova."
political,Moldova election 2024 analysis,en,youtube,Moldova Elections 2024: Incumbent Sandu Leading In Early Trends | Latest News | WION,https://www.youtube.com/watch?v=N0n3lEwseRY,WION,,,20241021,"After preliminary results indicated that the election was headed for a close run-off and an EU referendum that was coming down to the wire, Moldovan President Maia Sandu said Sunday's dual ballots faced a ""unprecedented"" attack from outside interference.

#moldova #moldovaelection #wion 

About Channel: 

WION The World is One News examines global issues with in-depth analysis. We provide much more than the news of the day. Our aim is to empower people to explore their world. With our Global hea",,,,,non_intel,0.32,[],other,C,c,3,"Election-night claims of interference. No specifics on critical infrastructure assets, dependencies, or resilience relevant to Moldova."
political,Moldova election 2024 analysis,en,youtube,EU or Russia? Sandu warns of Moscow interference in Moldova election 2025 | Times Now World,https://www.youtube.com/watch?v=QOUVHKzwEAE,Times Now World,,,20250928,"Moldova’s parliamentary election on September 28 has drawn intense global scrutiny as the country faces a choice between continued European Union integration and closer ties with Russia. The pro-European administration in Chisinau confronts challenges from a pro-Russian opposition that criticizes the government and EU influence amid corruption, economic hardship, and massive emigration. Russian-backed forces in Transnistria continue to exert influence, while concerns over possible election annul",,,,,non_intel,0.3,[],other,C,c,4,"Political analysis of EU vs Russia choices around an election. No concrete infrastructure systems, assets, or quantified dependencies are provided."
political,Moldova election 2024 analysis,en,youtube,Moldova President Maia Sandu claims election victory despite alleged Russian meddling | BBC News,https://www.youtube.com/watch?v=mwi0wVf49gE,BBC News,,,20241104,"Moldova's pro-EU President Maia Sandu has claimed a second term after a tense election run-off seen as a choice between Europe and Russia.

Her rival Alexandr Stoianoglo, who was backed by the pro-Russian Party of Socialists, had called for a closer relationship with Moscow.

During the day the president's national security adviser said there had been ""massive interference"" from Russia in Moldova's electoral process that had ""high potential to distort the outcome"".

Russia had already denied med",,,,,non_intel,0.42,[],other,B,c,3,"Election outcome coverage and interference claims. Lacks actionable infrastructure details (energy imports, grid links, transport corridors, telecom operators)."
political,Moldova election 2024 analysis,en,youtube,Commuters and analyst comment on Moldova president's win in election,https://www.youtube.com/watch?v=PmFrEtRIohw,AP Archive,,,20241109,"(4 Nov 2024) 
RESTRICTIONS SUMMARY:

ASSOCIATED PRESS 
Chisinau, Moldova -  4 November 2024
1. Various of president's office 
2. Early commuters
3. SOUNDBITE (Romanian) Ion Margine, 70, retired
""The result is... well it's what the people of Moldova and the diaspora want and we thank them all for this. And the future for us, for our children and grandchildren, is now linked to Maia Sandu so we wish her good luck and good health for her from now on.""
4. People walking in streets 
5. SOUN",,,,,non_intel,0.27,[],other,B,c,3,"Street reactions to presidential result; no data on infrastructure systems, assets, capabilities, or recent incidents affecting Moldova’s infrastructure."
political,Moldova election 2024 analysis,en,youtube,Who holds the reins? Moldova’s post-election political power map,https://www.youtube.com/watch?v=2AYlLXHxmFM,European Policy Centre,,,20250929,"Elections Monitor 
29 September 2025 

Speakers: Dr. Ionela Maria Ciolan, Research Officer, Wilfried Martens Centre for European Studies; Anastasia Pociumban, Research Fellow and Project Manager, Eastern Partnership Think Tank Network, German Council on Foreign Relations (DGAP)

Moderator: Amanda Paul, Deputy Head of the Europe in the World Programme & Senior Policy Analyst, European Policy Centre 


Moldova’s parliamentary elections on 28 September 2025 represented another critical moment for t",,,,,non_intel,0.36,[],other,B,c,3,"Post-election political power discussion; provides no concrete infrastructure mapping, ownership structures, or capability/resilience insights for Moldova."
political,Moldova election 2024 analysis,en,youtube,Russian-funded fake news network aims to disrupt election in Moldova  | BBC News,https://www.youtube.com/watch?v=eEqk3Z4_Okk,BBC News,,,20250921,"A secret Russian-funded network is attempting to disrupt upcoming democratic elections in an eastern European state, the BBC has found.

Using an undercover reporter, we discovered the network promised to pay participants if they posted pro-Russian propaganda and fake news undermining Moldova's pro-EU ruling party ahead of the country's 28 September parliamentary ballot.

Moldova is sandwiched between Ukraine, and EU-member Romania, meaning it has strategic significance for both Europe and the K",,,,,non_intel,0.47,[],other,B,b,2,"Investigative piece on info ops targeting elections. While relevant to influence operations, it offers no specific Moldova infrastructure systems or dependency details."
political,Gagauzia autonomy Moldova 2024,en,youtube,How Russia stokes tensions in Gagauzia to win Moldova | DW News,https://www.youtube.com/watch?v=yT2nRMT7ITg,DW News,,,20240613,"European Union member states are currently discussing whether to open accession negotiations with Ukraine and Moldova. The European Commission announced last week that both countries have met the necessary requirements to begin these talks.... 

However, the process is far from straightforward. In Moldova, pro-Kremlin parties are actively working to prevent the country from joining the EU.  

DW reporter Grzegorz Szymanowski visited the autonomous region of Gagauzia, where a pro-Russian governor",,,,,non_intel,0.39,[],other,B,c,3,"Report on political tensions in Gagauzia. No concrete details on regional infrastructure assets, ownership, or service dependencies affecting Moldova."
political,Gagauzia autonomy Moldova 2024,en,youtube,Moldova Accused of Suppressing the Rights of the Gagauz People,https://www.youtube.com/watch?v=HwhMTH9bGNg,Scumbums,,,20240301,"The head of the autonomous region of Gagauzia has traveled to Moscow to express grievances. Moldova is currently facing criticism for what is perceived as a suppression of the Gagauz people's rights, crossing all boundaries. The regional leader's plea for support highlights the tensions and the call for understanding against the backdrop of alleged Russophobia and anti-Russian sentiments by the current Moldovan authorities, which are deemed contrary to the national interests of the Republic of M",,,,,non_intel,0.18,[],other,E,f,4,"Opinionated channel alleging rights suppression; lacks verifiable, concrete infrastructure content (assets, utilities, governance of systems)."
political,Gagauzia autonomy Moldova 2024,en,youtube,Gagauzia autonomous region in Moldova | Walking in Comrat | 4K 🇲🇩,https://www.youtube.com/watch?v=jWxapF51TVs,Waundra Travel,,,20240913,"Visiting Comrat, the capital of Moldova's autonomous and pro-Russia region Gagauzia.

0:00 I Love Komrat & Afghan Monument
0:28 Central Park & Saint John Cathedral
1:35 Glory Alley of Gagauzia & Comrat State University
3:00 Lenin Statue & Executive Committee Building
3:43 Victory Street & Market
4:56 Liberation Park & Monuments
6:54 Residential Neighbourhoods
10:00 Comrat Lake

Filmed on 5 September 2024
Camera: DJI Osmo Pocket 3",,,,,non_intel,0.24,[],other,D,a,3,"Walking tour of Comrat with landmarks. Visuals do not provide actionable infrastructure intelligence (no mapped assets, capacities, or systems data)."
political,Gagauzia autonomy Moldova 2024,en,youtube,Gagauzia Tour- Moldova,https://www.youtube.com/watch?v=pYD4gi8TQiM,Gloria Guide Moldova,,,20240606,"Gagauzia, located in southern Moldova, is a unique autonomous region with a rich cultural heritage. This lesser-known region offers a glimpse into rural Soviet history, with its own government and police force. Visitors can explore the capital, Comrat, and rural villages, experiencing the local traditions and hospitality. With its distinct Turkic origin and blend of Soviet and European influences, Gagauzia is a fascinating destination for those seeking an off-the-beaten-path adventure!

For more",,,,,non_intel,0.28,[],other,D,c,3,"Tourism video noting autonomy and culture. No concrete infrastructure systems, ownership structures, or capability metrics relevant to Moldova’s dependencies."
political,Gagauzia autonomy Moldova 2024,en,youtube,Hederlez Festival 2024 in Gagauzia 🇲🇩 – Spring Celebration Among Christian Turks,https://www.youtube.com/watch?v=cO0nJGM98Ks,Zeno Kugy,,,20240921,"Visiting Gagauzia, an autonomous region in southern Moldova, home to the Gagauz people, a Turkic-speaking Christian community.

We attended Hederlez, the traditional spring festival celebrated with music, food, dancing, and horse races.
A unique glimpse into a little-known culture in Eastern Europe.

0:14 Gagauzia border sign
0:39 Tomai / Tomay
1:21 Hederlez location / Traditional clothes
1:54 Stands with typical products
2:24 Gagauzian flag
2:28 Traditional games
4:02 Market and local products
",,,,,non_intel,0.21,[],other,D,a,3,"Festival/cultural video in Gagauzia. No information on energy, transport, telecom, water, or cyber infrastructure relevant to Moldova."
political,Gagauzia autonomy Moldova 2024,en,youtube,"This Is How Forgotten Christian Turks Live In Moldova 🇲🇩 Inside Gagauzia, Ceadir-Lunga",https://www.youtube.com/watch?v=rO6VATu_Hzs,Davud Akhundzada,,,20240823,"The Gagauz Turks are an ethnic group with a unique culture and language. They reside primarily in the autonomous region of Gagauzia, which is located in the southern part of Moldova. Gagauzia is known for its rich traditions, including vibrant folk music and distinctive cuisine. The people of Gagauzia are proud of their heritage and work hard to preserve their cultural identity. The region has its own flag, anthem, and even its own national day. Gagauzia is a fascinating place with a rich histor",,,,,non_intel,0.22,[],other,D,c,3,"Cultural/ethnographic content about Gagauz Turks; lacks actionable infrastructure details (assets, systems, dependencies, or governance)."
political,Gagauzia autonomy Moldova 2024,en,youtube,"$400 Kisses From Christian Turk Babushkas In Gagauzia, Beșalma, Moldova 🇲🇩",https://www.youtube.com/watch?v=tR3xRitH9g0,Davud Akhundzada,,,20240821,"The Gagauz Turks are an ethnic group with a unique culture and language. They reside primarily in the autonomous region of Gagauzia, which is located in the southern part of Moldova. Gagauzia is known for its rich traditions, including vibrant folk music and distinctive cuisine. The people of Gagauzia are proud of their heritage and work hard to preserve their cultural identity. The region has its own flag, anthem, and even its own national day. Gagauzia is a fascinating place with a rich histor",,,,,non_intel,0.22,[],other,D,c,3,"Lifestyle/cultural video; no specific infrastructure systems, asset locations, or capability/resilience data for Moldova."
political,Gagauzia autonomy Moldova 2024,en,youtube,Marshrutka From Chisinau Moldova To Comrat Gagauzia - Part 4 - March 2024,https://www.youtube.com/watch?v=3fgBrd2hsKM,Jonny Blair,,,20240409,Marshrutka From Chisinau Moldova To Comrat Gagauzia - Part 4 - March 2024,,,,,non_intel,0.3,[],other,D,a,3,"Personal travel footage on bus route Chisinau–Comrat. While it shows a route, it provides no structured data on transport capacity, condition, or policy dependencies."
political,Gagauzia autonomy Moldova 2024,en,youtube,Marshrutka From Chisinau Moldova To Comrat Gagauzia - Part 5 - March 2024,https://www.youtube.com/watch?v=OUhbi-tMXxU,Jonny Blair,,,20240409,Marshrutka From Chisinau Moldova To Comrat Gagauzia - Part 5 - March 2024,,,,,non_intel,0.87,[],other,D,b,3,"Travel vlog of a marshrutka ride; provides no concrete transport infrastructure data, policy, capacity, or incidents relevant to Moldova’s infrastructure."
political,Gagauzia autonomy Moldova 2024,en,youtube,ZDENKA MACHNYIKOVA - comparative practices with focus on Aland Islands and South Tyrol autonomies,https://www.youtube.com/watch?v=wnua28ulx0I,Gagauzia Dialogue,,,20240415,,,,,,non_intel,0.8,[],other,C,b,3,"Talk on comparative autonomy practices; lacks specific, verifiable details on Moldova’s infrastructure systems, ownership, capacities, or incidents."
political,Maia Sandu speech 2024,en,youtube,Moldova's pro EU President Maia Sandu wins re election,https://www.youtube.com/watch?v=zbQKPPnhpNI,Global South World,,,20241104,"Moldova's pro-European Union incumbent, Maia Sandu, secured a tense victory in the presidential runoff on Sunday, November 3.

She defeated her rival Alexandr Stoianoglo backed by a pro-Russian party. Sandu received 54.94% of the vote, while Stoianoglo garnered 45.06%, according to near-complete results from the election commission.

“A lesson in democracy” – Maia Sandu calls it.  But with strong opposition in pro-Russian areas, how unified is Moldova’s path to the EU?

Visit globalsouthworld.co",,,,,non_intel,0.9,[],other,F,c,3,"Election result coverage; no actionable information on energy, transport, telecoms, or related infrastructure in Moldova."
political,Maia Sandu speech 2024,en,youtube,Maia Sandu sworn in for second term as Moldova's president amid EU hopes,https://www.youtube.com/watch?v=NcUcOT3PJCo,euronews,,,20241224,"The role, which holds significant powers in areas such as foreign policy and national security, is limited by Moldovan law to two consecutive four-year terms.

READ MORE : https://www.euronews.com/2024/12/24/maia-sandu-returns-office-for-second-term-as-president-of-moldova

Subscribe to our channel: https://www.youtube.com/c/euronews?sub_confirmation=1
Watch our LIVE here: https://www.youtube.com/c/euronews/live

Subscribe to our thematic channels:
NoComment: https://www.youtube.com/c/nocommentt",,,,,non_intel,0.92,[],other,B,c,2,"News about Sandu’s swearing-in; does not provide concrete infrastructure policies, systems data, or incidents for Moldova."
political,Maia Sandu speech 2024,en,youtube,President Maia Sandu gives live address from Moldova during EED’s 10th anniversary event,https://www.youtube.com/watch?v=goZ96JC_Pgk,European Endowment for Democracy,,,20241030,President Maia Sandu gave a live address from Moldova during EED’s 10th anniversary event on 3 July. She applauded the work of EED in fostering dialogue and supporting civil society as well as all those who advocate for democracy.,,,,,non_intel,0.78,[],other,B,b,3,"Remarks at an NGO anniversary; focuses on democracy/civil society, not infrastructure systems, performance, or dependencies."
political,Maia Sandu speech 2024,en,youtube,Pro-European President Maia Sandu Sworn In For Second Term In Moldova,https://www.youtube.com/watch?v=Qm-0yNPtyBg,ACCESS 24,,,20241224,"- Subscribe to our channel: https://www.youtube.com/channel/UCr86TOVjVtLFhEHUMRgsi3w
- Follow us on Twitter: https://twitter.com/Access24Network
- Find us on Facebook: https://www.facebook.com/Access24Network
- Check our website: http://www.access24.news",,,,,non_intel,0.9,[],other,D,c,3,"Generic news upload on Sandu’s second term; no specific, verifiable infrastructure content for Moldova."
political,Maia Sandu speech 2024,en,youtube,Moldova's pro-western president Maia Sandu wins second term,https://www.youtube.com/watch?v=wGOFtUdHNKo,Guardian News,,,20241104,"Maia Sandu, the pro-western incumbent president of Moldova, has won a second term in office preliminary election results show, marking a significant boost for the country’s EU aspirations and a clear rebuke to Moscow.
Subscribe to Guardian News on YouTube ► http://bit.ly/guardianwiressub

The runoff election was seen as a crucial indicator of whether the country’s long-term geopolitical alignment woud be with Russia or Europe. Sandu, who has intensified her country’s efforts to break away from M",,,,,non_intel,0.92,[],other,B,c,2,"Election outcome coverage; lacks actionable detail on Moldova’s infrastructure assets, capacities, or incidents."
political,Maia Sandu speech 2024,en,youtube,Maia Sandu wins second term in Moldovan election in rebuke to Kremlin,https://www.youtube.com/watch?v=DVwsHDz7F94,B.C. Begley,,,20241104,"Pro-Western incumbent Maia Sandu has secured a second term as Moldova’s president, according to preliminary election results, bolstering the country’s EU aspirations and signaling a rejection of Russian influence.

In the runoff, Sandu received 54.35% of the vote against Kremlin-aligned candidate Alexandr Stoianoglo.

With significant support from the Moldovan diaspora, her victory is seen as a key endorsement of her pro-EU agenda.

Sandu vowed to represent all citizens in her victory speech, em",,,,,non_intel,0.88,[],other,D,c,3,"Commentary on election results; no concrete infrastructure systems, dependencies, or performance data for Moldova."
political,Maia Sandu speech 2024,en,youtube,Maia SANDU at the EPP Congress 2024 in Bucharest,https://www.youtube.com/watch?v=HAVsYMVAQbE,EPP,,,20240306,,,,,,non_intel,0.85,[],other,C,b,3,"Political congress speech; no verifiable infrastructure policy details, system metrics, or incidents affecting Moldova."
political,Maia Sandu speech 2024,en,youtube,Secretary Blinken holds a joint press availability with Moldovan President Maia Sandu,https://www.youtube.com/watch?v=u2Azkj7yzyA,U.S. Department of State,,,20240529,"Secretary of State Antony J. Blinken holds a joint press availability with Moldovan President Maia Sandu in Chisinau, Moldova, on May 29, 2024.

Transcript: https://www.state.gov/secretary-antony-j-blinken-and-moldovan-president-maia-sandu-at-a-joint-press-availability-2/
----------
Under the leadership of the President and Secretary of State, the U.S. Department of State leads America’s foreign policy through diplomacy, advocacy, and assistance by advancing the interests of the American people,",,,,,non_intel,0.6,[],other,A,b,3,Official press availability may touch on many topics; provided snippet lacks specific infrastructure assistance or system details for Moldova.
political,Maia Sandu speech 2024,en,youtube,Incumbent Maia Sandu wins second term as Moldovan president in runoff marred by interference claims,https://www.youtube.com/watch?v=xR5Kt2RXWC8,AP Archive,,,20241109,"(4 Nov 2024) 
RESTRICTION SUMMARY:

ASSOCIATED PRESS
Chisinau, Moldova - 4 November 2024
1. Various of incumbent Moldovan President Maia Sandu receiving flowers and being cheered by supporters at her headquarters after winning runoff vote
2. Sandu arriving for briefing
3. Mid of cameras
4. Camera filming Sandu
5. SOUNDBITE (Romanian) Maia Sandu, incumbent Moldovan President:
“Today, dear Moldovans, you have given a lesson in democracy, worthy of being written in history books. Today, y",,,,,non_intel,0.92,[],other,B,c,2,News footage of election victory; provides no actionable infrastructure-related information.
political,Maia Sandu speech 2024,en,youtube,"Maia Sandu wins second presidential term: 'Today, you have saved Moldova'",https://www.youtube.com/watch?v=Lg9Kh7fQ1LI,Sky News,,,20241104,"The Moldovan president saw off a challenge from a Russia-friendly opponent in an election race that has been marred by accusations of interference and voter intimidation.

SUBSCRIBE to our YouTube channel for more videos: http://www.youtube.com/skynews 
Follow us on Twitter: https://twitter.com/skynews 
Like us on Facebook: https://www.facebook.com/skynews 
Follow us on Instagram: https://www.instagram.com/skynews 
Follow us on TikTok: https://www.tiktok.com/@skynews 

For more content go to htt",,,,,non_intel,0.92,[],other,B,c,2,"Election coverage and interference claims; no concrete infrastructure systems, capacities, or incidents are detailed."
political,Igor Dodon interview 2024,en,youtube,"Andrei Bolocan, despre Igor Dodon ⬆",https://www.youtube.com/watch?v=PRZG-VExqzo,Ziarul de Gardă,,,20240124,Interviul integral cu Andrei Bolocan poate fi văzut aici: https://youtu.be/NmTjRpgWFbA,,,,,non_intel,0.85,[],other,C,b,3,Interview teaser about a political figure; no infrastructure content relevant to Moldova’s systems or capabilities.
political,Igor Dodon interview 2024,en,youtube,"Игорь Додон не дал определенного ответа на вопрос, будет ли участвовать в президентских выборах",https://www.youtube.com/watch?v=ChTYjln13y8,Молдова news,,,20230908,,,,,,non_intel,0.86,[],other,D,b,3,"Older political clip about candidacy; unrelated to infrastructure assets, policies, or performance in Moldova."
